FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160412;0800;4,33819;;;
160412;0900;3,14559;;;
160412;1000;1,59383;;;
160412;1100;1,26125;;;
160412;1200;0,649419;;;
160412;1300;0,400918;;;
160412;1400;0,375168;;;
160412;1500;0,409084;;;
160412;1600;0,268168;;;
160412;1700;0,491084;;;
160412;1800;1,39358;;;
160412;1900;2,51626;;;
160412;2000;4,63593;;;
160412;2100;4,59801;;;
160412;2200;2,74576;;;
160412;2300;3,26034;;;
160413;0000;1,41842;;;
160413;0100;0,777752;;;
160413;0200;0,798168;;;
160413;0300;0,346251;;;
160413;0400;0,367334;;;
160413;0500;0,239834;;;
160413;0600;0,479084;;;
160413;0700;0,878919;;;
160413;0800;1,7555;;;
160413;0900;0,945002;;;
160413;1000;0,870834;;;
160413;1100;0,451084;;;
160413;1200;0,204834;;;
160413;1300;0,332834;;;
160413;1400;0,310584;;;
160413;1500;0,399251;;;
160413;1600;0,334501;;;
160413;1700;0,938085;;;
160413;1800;1,48083;;;
160413;1900;1,8415;;;
160413;2000;2,08726;;;
160413;2100;1,94183;;;
160413;2200;1,48075;;;
160413;2300;1,53725;;;
160414;0000;1,42617;;;
160414;0100;1,39108;;;
160414;0200;1,82867;;;
160414;0300;1,40325;;;
160414;0400;0,500834;;;
160414;0500;1,15175;;;
160414;0600;1,88108;;;
160414;0700;3,49243;;;
160414;0800;2,61343;;;
160414;0900;0,618169;;;
160414;1000;0,491501;;;
160414;1100;0,1855;;;
160414;1200;0,216418;;;
160414;1300;0,264501;;;
160414;1400;0,287668;;;
160414;1500;0,320584;;;
160414;1600;0,239918;;;
160414;1700;0,384334;;;
160414;1800;0,391584;;;
160414;1900;0,915335;;;
160414;2000;0,924445;;;
160414;2100;;;;
160414;2200;1,3775;;;
160414;2300;1,11283;;;
160415;0000;1,08358;;;
160415;0100;0,514668;;;
160415;0200;0,316668;;;
160415;0300;0,280668;;;
160415;0400;0,206918;;;
160415;0500;0,469584;;;
160415;0600;0,462251;;;
160415;0700;0,552001;;;
160415;0800;0,500335;;;
160415;0900;0,364918;;;
160415;1000;0,192333;;;
160415;1100;0,173667;;;
160415;1200;0,374001;;;
160415;1300;0,417251;;;
160415;1400;0,213001;;;
160415;1500;0,278668;;;
160415;1600;0,426834;;;
160415;1700;0,549085;;;
160415;1800;0,532334;;;
160415;1900;1,42983;;;
160415;2000;0,844668;;;
160415;2100;0,672834;;;
160415;2200;0,704251;;;
160415;2300;0,378251;;;
160416;0000;0,505001;;;
160416;0100;0,744752;;;
160416;0200;0,569502;;;
160416;0300;0,309834;;;
160416;0400;0,351084;;;
160416;0500;0,14775;;;
160416;0600;0,128668;;;
160416;0700;0,185083;;;
160416;0800;0,334168;;;
160416;0900;0,412168;;;
160416;1000;0,413168;;;
160416;1100;0,472918;;;
160416;1200;0,457918;;;
160416;1300;0,376084;;;
160416;1400;0,374584;;;
160416;1500;0,425084;;;
160416;1600;0,502751;;;
160416;1700;0,652084;;;
160416;1800;0,971668;;;
160416;1900;1,21433;;;
160416;2000;1,23208;;;
160416;2100;2,69076;;;
160416;2200;1,79225;;;
160416;2300;1,04725;;;
160417;0000;1,15117;;;
160417;0100;0,815834;;;
160417;0200;1,5465;;;
160417;0300;1,19733;;;
160417;0400;0,593334;;;
160417;0500;0,501334;;;
160417;0600;0,409168;;;
160417;0700;0,561918;;;
160417;0800;0,652084;;;
160417;0900;0,695751;;;
160417;1000;0,593334;;;
160417;1100;0,514085;;;
160417;1200;0,591751;;;
160417;1300;0,759751;;;
160417;1400;0,563418;;;
160417;1500;0,560668;;;
160417;1600;0,539085;;;
160417;1700;0,714501;;;
160417;1800;1,8035;;;
160417;1900;2,40034;;;
160417;2000;5,2941;;;
160417;2100;3,48384;;;
160417;2200;3,66034;;;
160417;2300;2,75026;;;
160418;0000;1,734;;;
160418;0100;0,666251;;;
160418;0200;0,857084;;;
160418;0300;0,642502;;;
160418;0400;1,02042;;;
160418;0500;0,781084;;;
160418;0600;1,73733;;;
160418;0700;2,47009;;;
160418;0800;1,21042;;;
160418;0900;0,706752;;;
160418;1000;0,558751;;;
160418;1100;0,653252;;;
160418;1200;0,599169;;;
160418;1300;0,757335;;;
160418;1400;0,722752;;;
160418;1500;0,639502;;;
160418;1600;0,659251;;;
160418;1700;0,657418;;;
160418;1800;0,754918;;;
160418;1900;0,763251;;;
160418;2000;1,18858;;;
160418;2100;1,54408;;;
160418;2200;0,909001;;;
160418;2300;0,833335;;;
160419;0000;0,475918;;;
160419;0100;0,497084;;;
160419;0200;0,883001;;;
160419;0300;0,364668;;;
160419;0400;0,351084;;;
160419;0500;0,339418;;;
160419;0600;0,818419;;;
160419;0700;1,16283;;;
160419;0800;0,932335;;;
160419;0900;0,924335;;;
160419;1000;0,668419;;;
160419;1100;0,877668;;;
160419;1200;0,800585;;;
160419;1300;0,581835;;;
160419;1400;0,481501;;;
160419;1500;0,468668;;;
160419;1600;0,810584;;;
160419;1700;0,948585;;;
160419;1800;0,854169;;;
160419;1900;0,749002;;;
160419;2000;0,860668;;;
160419;2100;0,821669;;;
160419;2200;1,44017;;;
160419;2300;1,25425;;;
160420;0000;1,83092;;;
160420;0100;1,54575;;;
160420;0200;0,651252;;;
160420;0300;0,496584;;;
160420;0400;0,494251;;;
160420;0500;0,347834;;;
160420;0600;0,483501;;;
160420;0700;0,849502;;;
160420;0800;0,870002;;;
160420;0900;0,637419;;;
160420;1000;0,551668;;;
160420;1100;0,509834;;;
160420;1200;0,574084;;;
160420;1300;0,505752;;;
160420;1400;0,584002;;;
160420;1500;0,639502;;;
160420;1600;0,705335;;;
160420;1700;0,763085;;;
160420;1800;0,635585;;;
160420;1900;0,805334;;;
160420;2000;0,746418;;;
160420;2100;1,01467;;;
160420;2200;0,640418;;;
160420;2300;0,692251;;;
160421;0000;0,616335;;;
160421;0100;0,818002;;;
160421;0200;0,562334;;;
160421;0300;0,432501;;;
160421;0400;0,278334;;;
160421;0500;0,312501;;;
160421;0600;0,557585;;;
160421;0700;0,708001;;;
160421;0800;1,26792;;;
160421;0900;0,916584;;;
160421;1000;0,439501;;;
160421;1100;0,410251;;;
160421;1200;0,464334;;;
160421;1300;0,459001;;;
160421;1400;0,461418;;;
160421;1500;0,511418;;;
160421;1600;0,523751;;;
160421;1700;0,662102;;;
160421;1800;;;3,8195;
160421;1900;1,37292;;;
160421;2000;0,970919;;;
160421;2100;2,45918;;;
160421;2200;2,55268;;;
160421;2300;2,99393;;;
160422;0000;1,42808;;;
160422;0100;1,91342;;;
160422;0200;0,742251;;;
160422;0300;0,925335;;;
160422;0400;1,14575;;;
160422;0500;0,589501;;;
160422;0600;1,64725;;;
160422;0700;3,84001;;;
160422;0800;2,07959;;;
160422;0900;1,07642;;;
160422;1000;1,179;;;
160422;1100;0,735918;;;
160422;1200;0,987584;;;
160422;1300;0,580585;;;
160422;1400;1,25375;;;
160422;1500;1,18842;;;
160422;1600;0,934085;;;
160422;1700;1,41808;;;
160422;1800;2,98618;;;
160422;1900;3,72643;;;
160422;2000;3,68868;;;
160422;2100;3,66201;;;
160422;2200;2,65518;;;
160422;2300;2,36176;;;
160423;0000;5,77326;;;
160423;0100;7,40952;;;
160423;0200;2,89893;;;
160423;0300;2,01643;;;
160423;0400;1,89025;;;
160423;0500;1,88583;;;
160423;0600;1,26783;;;
160423;0700;0,888584;;;
160423;0800;0,931751;;;
160423;0900;1,11158;;;
160423;1000;0,583502;;;
160423;1100;0,792418;;;
160423;1200;0,661752;;;
160423;1300;0,667918;;;
160423;1400;0,584251;;;
160423;1500;0,791501;;;
160423;1600;1,03067;;;
160423;1700;0,979084;;;
160423;1800;0,872085;;;
160423;1900;1,30008;;;
160423;2000;2,78284;;;
160423;2100;2,89559;;;
160423;2200;1,0735;;;
160423;2300;0,426501;;;
160424;0000;0,579919;;;
160424;0100;1,55583;;;
160424;0200;2,24743;;;
160424;0300;3,49468;;;
160424;0400;3,71926;;;
160424;0500;1,13475;;;
160424;0600;2,05709;;;
160424;0700;2,45768;;;
160424;0800;2,27609;;;
160424;0900;1,97858;;;
160424;1000;0,733002;;;
160424;1100;1,00792;;;
160424;1200;0,567835;;;
160424;1300;0,437334;;;
160424;1400;0,353751;;;
160424;1500;0,452168;;;
160424;1600;0,456084;;;
160424;1700;0,975919;;;
160424;1800;1,21192;;;
160424;1900;4,37343;;;
160424;2000;3,73993;;;
160424;2100;3,32309;;;
160424;2200;3,57934;;;
160424;2300;4,60433;;;
160425;0000;5,29626;;;
160425;0100;3,73918;;;
160425;0200;3,35093;;;
160425;0300;4,42983;;;
160425;0400;2,72384;;;
160425;0500;2,78009;;;
160425;0600;3,82409;;;
160425;0700;3,88751;;;
160425;0800;2,64618;;;
160425;0900;2,84518;;;
160425;1000;1,73942;;;
160425;1100;1,26283;;;
160425;1200;1,22875;;;
160425;1300;1,09417;;;
160425;1400;0,800084;;;
160425;1500;0,666584;;;
160425;1600;0,777668;;;
160425;1700;1,56325;;;
160425;1800;4,76185;;;
160425;1900;7,90418;;;
160425;2000;5,14618;;;
160425;2100;6,24077;;;
160425;2200;7,07269;;;
160425;2300;6,38101;;;
160426;0000;4,81209;;;
160426;0100;5,34369;;;
160426;0200;4,79083;;;
160426;0300;5,52884;;;
160426;0400;3,59218;;;
160426;0500;3,45701;;;
160426;0600;5,39459;;;
160426;0700;3,17251;;;
160426;0800;4,69058;;;
160426;0900;3,00559;;;
160426;1000;2,79001;;;
160426;1100;1,06833;;;
160426;1200;1,24583;;;
160426;1300;0,751251;;;
160426;1400;0,691835;;;
160426;1500;0,578169;;;
160426;1600;0,923584;;;
160426;1700;2,81701;;;
160426;1800;8,60585;;;
160426;1900;9,70802;;;
160426;2000;10,8492;;;
160426;2100;8,21844;;;
160426;2200;12,8225;;;
160426;2300;10,579;;;
160427;0000;9,36411;;;
160427;0100;6,43419;;;
160427;0200;4,16385;;;
160427;0300;5,88509;;;
160427;0400;4,97519;;;
160427;0500;5,3351;;;
160427;0600;6,20009;;;
160427;0700;6,65127;;;
160427;0800;6,65868;;;
160427;0900;5,3566;;;
160427;1000;2,18859;;;
160427;1100;1,23667;;;
160427;1200;0,894335;;;
160427;1300;0,965669;;;
160427;1400;1,09917;;;
160427;1500;1,3245;;;
160427;1600;1,76908;;;
160427;1700;3,52859;;;
160427;1800;10,0133;;;
160427;1900;12,1633;;;
160427;2000;13,7525;;;
160427;2100;8,19502;;;
160427;2200;10,6763;;;
160427;2300;8,87061;;;
160428;0000;8,53894;;;
160428;0100;8,29027;;;
160428;0200;8,08702;;;
160428;0300;5,46126;;;
160428;0400;1,50925;;;
160428;0500;0,197417;;;
160428;0600;0,246834;;;
160428;0700;0,405001;;;
160428;0800;0,527752;;;
160428;0900;0,784752;;;
160428;1000;0,480168;;;
160428;1100;0,380834;;;
160428;1200;0,374918;;;
160428;1300;0,337001;;;
160428;1400;0,302251;;;
160428;1500;0,334084;;;
160428;1600;0,440501;;;
160428;1700;0,754584;;;
160428;1800;1,26192;;;
160428;1900;1,02408;;;
160428;2000;0,918334;;;
160428;2100;0,785169;;;
160428;2200;1,06558;;;
160428;2300;2,05226;;;
160429;0000;4,34918;;;
160429;0100;4,97501;;;
160429;0200;5,49126;;;
160429;0300;5,01993;;;
160429;0400;4,65093;;;
160429;0500;3,70934;;;
160429;0600;6,23327;;;
160429;0700;6,79268;;;
160429;0800;3,54359;;;
160429;0900;1,7205;;;
160429;1000;1,83633;;;
160429;1100;0,892752;;;
160429;1200;0,710585;;;
160429;1300;0,647001;;;
160429;1400;0,713251;;;
160429;1500;0,614334;;;
160429;1600;0,876001;;;
160429;1700;2,25276;;;
160429;1800;8,07245;;;
160429;1900;8,86069;;;
160429;2000;14,63;;;
160429;2100;9,05969;;;
160429;2200;9,69919;;;
160429;2300;5,79294;;;
160430;0000;3,40293;;;
160430;0100;4,92135;;;
160430;0200;5,99084;;;
160430;0300;2,02151;;;
160430;0400;3,16859;;;
160430;0500;2,26143;;;
160430;0600;3,10759;;;
160430;0700;4,75159;;;
160430;0800;5,59718;;;
160430;0900;3,48859;;;
160430;1000;1,2615;;;
160430;1100;1,66133;;;
160430;1200;0,773419;;;
160430;1300;0,566085;;;
160430;1400;0,444251;;;
160430;1500;0,439751;;;
160430;1600;0,564835;;;
160430;1700;1,13925;;;
160430;1800;3,59818;;;
160430;1900;4,06393;;;
160430;2000;1,49483;;;
160430;2100;3,21176;;;
160430;2200;6,25484;;;
160430;2300;5,61176;;;
160501;0000;5,78444;;;
160501;0100;3,34443;;;
160501;0200;4,58526;;;
160501;0300;4,85769;;;
160501;0400;4,93359;;;
160501;0500;5,55476;;;
160501;0600;5,31035;;;
160501;0700;5,49209;;;
160501;0800;2,45143;;;
160501;0900;2,22559;;;
160501;1000;1,38317;;;
160501;1100;1,11633;;;
160501;1200;0,756584;;;
160501;1300;0,614501;;;
160501;1400;0,489418;;;
160501;1500;0,460001;;;
160501;1600;0,516502;;;
160501;1700;2,64601;;;
160501;1800;6,80258;;;
160501;1900;6,17135;;;
160501;2000;6,97719;;;
160501;2100;7,56509;;;
160501;2200;13,0283;;;
160501;2300;12,6825;;;
160502;0000;13,18;;;
160502;0100;11,2551;;;
160502;0200;9,3127;;;
160502;0300;5,38302;;;
160502;0400;6,9386;;;
160502;0500;6,60851;;;
160502;0600;6,41593;;;
160502;0700;5,79218;;;
160502;0800;11,1867;;;
160502;0900;5,56233;;;
160502;1000;3,50168;;;
160502;1100;1,23033;;;
160502;1200;0,784835;;;
160502;1300;0,664251;;;
160502;1400;0,558501;;;
160502;1500;0,489001;;;
160502;1600;0,752834;;;
160502;1700;2,48034;;;
160502;1800;3,56701;;;
160502;1900;2,79918;;;
160502;2000;3,10193;;;
160502;2100;3,89401;;;
160502;2200;7,94919;;;
160502;2300;7,85918;;;
160503;0000;7,13409;;;
160503;0100;4,91327;;;
160503;0200;5,67184;;;
160503;0300;7,06759;;;
160503;0400;3,15568;;;
160503;0500;2,65668;;;
160503;0600;4,11744;;;
160503;0700;5,03593;;;
160503;0800;6,36218;;;
160503;0900;1,626;;;
160503;1000;2,66868;;;
160503;1100;1,657;;;
160503;1200;0,809252;;;
160503;1300;0,587751;;;
160503;1400;0,459918;;;
160503;1500;0,500419;;;
160503;1600;0,634085;;;
160503;1700;1,12917;;;
160503;1800;10,5152;;;
160503;1900;9,0042;;;
160503;2000;9,73903;;;
160503;2100;10,9747;;;
160503;2200;5,54218;;;
160503;2300;4,02017;;;
160504;0000;7,89644;;;
160504;0100;4,80792;;;
160504;0200;5,30343;;;
160504;0300;5,80251;;;
160504;0400;4,25568;;;
160504;0500;4,22202;;;
160504;0600;6,35143;;;
160504;0700;9,1642;;;
160504;0800;5,49468;;;
160504;0900;4,25076;;;
160504;1000;1,81242;;;
160504;1100;1,14092;;;
160504;1200;1,09942;;;
160504;1300;0,935668;;;
160504;1400;0,679002;;;
160504;1500;1,40008;;;
160504;1600;1,57675;;;
160504;1700;2,46251;;;
160504;1800;5,58877;;;
160504;1900;8,85753;;;
160504;2000;8,30519;;;
160504;2100;4,61067;;;
160504;2200;3,72084;;;
160504;2300;4,82793;;;
160505;0000;8,48836;;;
160505;0100;7,27709;;;
160505;0200;6,17743;;;
160505;0300;4,77734;;;
160505;0400;4,51835;;;
160505;0500;1,402;;;
160505;0600;0,908169;;;
160505;0700;1,97325;;;
160505;0800;4,49126;;;
160505;0900;1,4925;;;
160505;1000;1,24717;;;
160505;1100;1,3315;;;
160505;1200;0,912668;;;
160505;1300;0,700335;;;
160505;1400;0,597502;;;
160505;1500;0,647251;;;
160505;1600;0,971834;;;
160505;1700;2,12868;;;
160505;1800;8,13844;;;
160505;1900;10,6623;;;
160505;2000;9,86928;;;
160505;2100;7,52026;;;
160505;2200;9,62761;;;
160505;2300;4,03718;;;
160506;0000;3,52726;;;
160506;0100;6,26735;;;
160506;0200;5,99509;;;
160506;0300;5,15518;;;
160506;0400;3,43701;;;
160506;0500;1,3825;;;
160506;0600;2,96468;;;
160506;0700;5,17068;;;
160506;0800;8,76419;;;
160506;0900;10,0842;;;
160506;1000;6,732;;;
160506;1100;3,90959;;;
160506;1200;3,21593;;;
160506;1300;3,11418;;;
160506;1400;2,43151;;;
160506;1500;2,63001;;;
160506;1600;1,9035;;;
160506;1700;2,23718;;;
160506;1800;2,36726;;;
160506;1900;2,39184;;;
160506;2000;2,57576;;;
160506;2100;2,94076;;;
160506;2200;3,16251;;;
160506;2300;3,36193;;;
160507;0000;3,64868;;;
160507;0100;4,62792;;;
160507;0200;2,32034;;;
160507;0300;5,6741;;;
160507;0400;4,96885;;;
160507;0500;4,11284;;;
160507;0600;2,29693;;;
160507;0700;2,51476;;;
160507;0800;3,94684;;;
160507;0900;3,91284;;;
160507;1000;2,97326;;;
160507;1100;1,11033;;;
160507;1200;1,07167;;;
160507;1300;0,951084;;;
160507;1400;0,747751;;;
160507;1500;0,888668;;;
160507;1600;1,14675;;;
160507;1700;1,70983;;;
160507;1800;2,44684;;;
160507;1900;5,96001;;;
160507;2000;7,58201;;;
160507;2100;3,30709;;;
160507;2200;1,563;;;
160507;2300;2,57859;;;
160508;0000;1,03975;;;
160508;0100;2,07284;;;
160508;0200;2,13609;;;
160508;0300;1,874;;;
160508;0400;1,10275;;;
160508;0500;1,09292;;;
160508;0600;1,03767;;;
160508;0700;0,368001;;;
160508;0800;0,829501;;;
160508;0900;0,597919;;;
160508;1000;0,442501;;;
160508;1100;0,526335;;;
160508;1200;0,463084;;;
160508;1300;0,489834;;;
160508;1400;0,561169;;;
160508;1500;0,605501;;;
160508;1600;0,345668;;;
160508;1700;0,607334;;;
160508;1800;0,548835;;;
160508;1900;0,430501;;;
160508;2000;0,825252;;;
160508;2100;0,747085;;;
160508;2200;1,21717;;;
160508;2300;1,83617;;;
160509;0000;1,14117;;;
160509;0100;1,3495;;;
160509;0200;0,527084;;;
160509;0300;0,396918;;;
160509;0400;0,310834;;;
160509;0500;0,344668;;;
160509;0600;1,02817;;;
160509;0700;1,74967;;;
160509;0800;1,54917;;;
160509;0900;0,791752;;;
160509;1000;0,722835;;;
160509;1100;0,505835;;;
160509;1200;0,527501;;;
160509;1300;0,658502;;;
160509;1400;0,907751;;;
160509;1500;1,22408;;;
160509;1600;0,683084;;;
160509;1700;3,52159;;;
160509;1800;0,930001;;;
160509;1900;0,733502;;;
160509;2000;0,552585;;;
160509;2100;0,559419;;;
160509;2200;0,499501;;;
160509;2300;0,495918;;;
160510;0000;0,364584;;;
160510;0100;0,283668;;;
160510;0200;0,222667;;;
160510;0300;0,179667;;;
160510;0400;0,145334;;;
160510;0500;0,188833;;;
160510;0600;0,427918;;;
160510;0700;0,535751;;;
160510;0800;0,611669;;;
160510;0900;0,723919;;;
160510;1000;1,08167;;;
160510;1100;0,720669;;;
160510;1200;0,895002;;;
160510;1300;0,717834;;;
160510;1400;0,531669;;;
160510;1500;0,638919;;;
160510;1600;0,979252;;;
160510;1700;1,70025;;;
160510;1800;1,55017;;;
160510;1900;1,08308;;;
160510;2000;0,668502;;;
160510;2100;1,1495;;;
160510;2200;1,23392;;;
160510;2300;1,01492;;;
160511;0000;0,940168;;;
160511;0100;1,14783;;;
160511;0200;0,803501;;;
160511;0300;0,548584;;;
160511;0400;0,314418;;;
160511;0500;0,352918;;;
160511;0600;1,01808;;;
160511;0700;1,55167;;;
160511;0800;1,36358;;;
160511;0900;1,2595;;;
160511;1000;1,21492;;;
160511;1100;1,16075;;;
160511;1200;0,961001;;;
160511;1300;1,12267;;;
160511;1400;1,21375;;;
160511;1500;1,51175;;;
160511;1600;1,32317;;;
160511;1700;1,57292;;;
160511;1800;1,6815;;;
160511;1900;1,77567;;;
160511;2000;1,80875;;;
160511;2100;1,8895;;;
160511;2200;2,11976;;;
160511;2300;2,10101;;;
160512;0000;2,81676;;;
160512;0100;2,25701;;;
160512;0200;2,80476;;;
160512;0300;2,04134;;;
160512;0400;2,55193;;;
160512;0500;1,11183;;;
160512;0600;2,27451;;;
160512;0700;2,20993;;;
160512;0800;2,05468;;;
160512;0900;3,54326;;;
160512;1000;1,70458;;;
160512;1100;1,47642;;;
160512;1200;0,714002;;;
160512;1300;1,37442;;;
160512;1400;2,14168;;;
160512;1500;1,32833;;;
160512;1600;1,15558;;;
160512;1700;1,88442;;;
160512;1800;4,40984;;;
160512;1900;6,43234;;;
160512;2000;3,49193;;;
160512;2100;3,64343;;;
160512;2200;6,21768;;;
160512;2300;4,97343;;;
160513;0000;4,32776;;;
160513;0100;3,85534;;;
160513;0200;4,51984;;;
160513;0300;3,26084;;;
160513;0400;3,01501;;;
160513;0500;1,782;;;
160513;0600;1,94283;;;
160513;0700;3,00843;;;
160513;0800;2,83634;;;
160513;0900;2,45351;;;
160513;1000;2,68276;;;
160513;1100;1,78608;;;
160513;1200;1,95758;;;
160513;1300;1,55758;;;
160513;1400;1,09433;;;
160513;1500;1,338;;;
160513;1600;1,43883;;;
160513;1700;;;23,1908;
160513;1800;2,25259;;;
160513;1900;3,05251;;;
160513;2000;2,11068;;;
160513;2100;1,83142;;;
160513;2200;3,88551;;;
160513;2300;3,41659;;;
160514;0000;4,63493;;;
160514;0100;4,44085;;;
160514;0200;2,09551;;;
160514;0300;1,85192;;;
160514;0400;1,44625;;;
160514;0500;0,779752;;;
160514;0600;0,915753;;;
160514;0700;1,11083;;;
160514;0800;1,35283;;;
160514;0900;1,48983;;;
160514;1000;1,2585;;;
160514;1100;1,33533;;;
160514;1200;1,24733;;;
160514;1300;1,19767;;;
160514;1400;1,25442;;;
160514;1500;1,38558;;;
160514;1600;1,72592;;;
160514;1700;1,96142;;;
160514;1800;0,747334;;;
160514;1900;0,748252;;;
160514;2000;0,654418;;;
160514;2100;0,570168;;;
160514;2200;0,573835;;;
160514;2300;0,521834;;;
160515;0000;0,384584;;;
160515;0100;0,286834;;;
160515;0200;0,271334;;;
160515;0300;0,218668;;;
160515;0400;0,193333;;;
160515;0500;0,185417;;;
160515;0600;0,223751;;;
160515;0700;0,511418;;;
160515;0800;0,445001;;;
160515;0900;0,444418;;;
160515;1000;0,511918;;;
160515;1100;0,678334;;;
160515;1200;0,680001;;;
160515;1300;0,760084;;;
160515;1400;1,02075;;;
160515;1500;1,21858;;;
160515;1600;1,19825;;;
160515;1700;1,59492;;;
160515;1800;1,81892;;;
160515;1900;1,84892;;;
160515;2000;2,74501;;;
160515;2100;3,87668;;;
160515;2200;4,57985;;;
160515;2300;3,46226;;;
160516;0000;2,08334;;;
160516;0100;2,77501;;;
160516;0200;1,525;;;
160516;0300;3,71668;;;
160516;0400;2,41668;;;
160516;0500;0,241668;;;
160516;0600;0,308334;;;
160516;0700;2,40834;;;
160516;0800;2,19168;;;
160516;0900;0,608335;;;
160516;1000;0,316668;;;
160516;1100;0,325001;;;
160516;1200;0,733335;;;
160516;1300;1,2;;;
160516;1400;0,725001;;;
160516;1500;0,400001;;;
160516;1600;0,541669;;;
160516;1700;0,850001;;;
160516;1800;1,09167;;;
160516;1900;1,59167;;;
160516;2000;1,40833;;;
160516;2100;0,966668;;;
160516;2200;0,933334;;;
160516;2300;0,966668;;;
160517;0000;0,650002;;;
160517;0100;0,791669;;;
160517;0200;0,708335;;;
160517;0300;0,683334;;;
160517;0400;0,975001;;;
160517;0500;1,51667;;;
160517;0600;2,03334;;;
160517;0700;3,14168;;;
160517;0800;1,81667;;;
160517;0900;1,825;;;
160517;1000;1,625;;;
160517;1100;0,850001;;;
160517;1200;0,633334;;;
160517;1300;0,600001;;;
160517;1400;0,416668;;;
160517;1500;1,04167;;;
160517;1600;1,8;;;
160517;1700;2,45001;;;
160517;1800;4,85001;;;
160517;1900;5,99168;;;
160517;2000;8,30002;;;
160517;2100;3,48334;;;
160517;2200;2,55001;;;
160517;2300;1,01667;;;
160518;0000;0,375001;;;
160518;0100;0,491668;;;
160518;0200;0,300001;;;
160518;0300;0,1;;;
160518;0400;0,125;;;
160518;0500;0,1;;;
160518;0600;0,208333;;;
160518;0700;0,558334;;;
160518;0800;0,475001;;;
160518;0900;0,475001;;;
160518;1000;0,350001;;;
160518;1100;0,541669;;;
160518;1200;0,400001;;;
160518;1300;0,258334;;;
160518;1400;0,483334;;;
160518;1500;0,458334;;;
160518;1600;0,625002;;;
160518;1700;1,04167;;;
160518;1800;0,991669;;;
160518;1900;1,4;;;
160518;2000;1,61667;;;
160518;2100;1,85833;;;
160518;2200;1,79167;;;
160518;2300;3,16668;;;
160519;0000;7,17502;;;
160519;0100;7,51669;;;
160519;0200;7,81669;;;
160519;0300;5,75002;;;
160519;0400;4,01669;;;
160519;0500;1,34167;;;
160519;0600;0,758334;;;
160519;0700;1,39167;;;
160519;0800;1,275;;;
160519;0900;2,17501;;;
160519;1000;2,54168;;;
160519;1100;1,05833;;;
160519;1200;0,758334;;;
160519;1300;0,400001;;;
160519;1400;0,441668;;;
160519;1500;0,608335;;;
160519;1600;1,04167;;;
160519;1700;2,66668;;;
160519;1800;5,06001;;;
160519;1900;;;101,089;
160519;2000;10,2667;;;
160519;2100;10,4917;;;
160519;2200;7,14169;;;
160519;2300;6,54167;;;
160520;0000;8,59169;;;
160520;0100;6,94169;;;
160520;0200;9,35835;;;
160520;0300;6,15835;;;
160520;0400;6,48335;;;
160520;0500;6,04167;;;
160520;0600;4,95001;;;
160520;0700;5,22501;;;
160520;0800;6,05002;;;
160520;0900;5,37502;;;
160520;1000;3,50001;;;
160520;1100;3,07501;;;
160520;1200;2,36668;;;
160520;1300;1,875;;;
160520;1400;2,02501;;;
160520;1500;1,44167;;;
160520;1600;1,96667;;;
160520;1700;4,65001;;;
160520;1800;11,0333;;;
160520;1900;12,325;;;
160520;2000;12,125;;;
160520;2100;15,1917;;;
160520;2200;9,6917;;;
160520;2300;15,85;;;
160521;0000;12,4;;;
160521;0100;8,8667;;;
160521;0200;8,9417;;;
160521;0300;5,85001;;;
160521;0400;7,08334;;;
160521;0500;3,15001;;;
160521;0600;4,29167;;;
160521;0700;3,71668;;;
160521;0800;4,41667;;;
160521;0900;3,15001;;;
160521;1000;2,29168;;;
160521;1100;2,93334;;;
160521;1200;2,13334;;;
160521;1300;2,32501;;;
160521;1400;2,75001;;;
160521;1500;4,45001;;;
160521;1600;6,85001;;;
160521;1700;4,84168;;;
160521;1800;9,42502;;;
160521;1900;11,4667;;;
160521;2000;10,8167;;;
160521;2100;14,1083;;;
160521;2200;11,7667;;;
160521;2300;12,3;;;
160522;0000;10,2167;;;
160522;0100;10,6083;;;
160522;0200;9,47502;;;
160522;0300;9,72502;;;
160522;0400;10,075;;;
160522;0500;6,20001;;;
160522;0600;6,05002;;;
160522;0700;4,45001;;;
160522;0800;3,66668;;;
160522;0900;5,62502;;;
160522;1000;1,86667;;;
160522;1100;1,79167;;;
160522;1200;1,58333;;;
160522;1300;1,1;;;
160522;1400;0,975001;;;
160522;1500;1,12222;;;
160522;1600;1,79167;;;
160522;1700;6,13334;;;
160522;1800;8,29169;;;
160522;1900;12,5583;;;
160522;2000;11,8333;;;
160522;2100;7,85835;;;
160522;2200;14,3;;;
160522;2300;10,3833;;;
160523;0000;7,27501;;;
160523;0100;7,13334;;;
160523;0200;6,17502;;;
160523;0300;10,0583;;;
160523;0400;9,10002;;;
160523;0500;4,23335;;;
160523;0600;2,64168;;;
160523;0700;5,44169;;;
160523;0800;9,45003;;;
160523;0900;7,60001;;;
160523;1000;5,20834;;;
160523;1100;3,60834;;;
160523;1200;1,825;;;
160523;1300;3,07501;;;
160523;1400;1,675;;;
160523;1500;2,37501;;;
160523;1600;2,74168;;;
160523;1700;5,70001;;;
160523;1800;5,75834;;;
160523;1900;9,2417;;;
160523;2000;8,23335;;;
160523;2100;7,57501;;;
160523;2200;6,89169;;;
